T PL,H PL,verb,verb - main semantic class,verb - tense,verb - factive/nonfactive,complement - tense,T - negation,T - type of sentence,"GOLD <T,H>"
"Myślę, że jesteśmy tym bardzo zainteresowani i wpłynie to na nasze funkcjonowanie, również w sferze legislacyjnej.","jesteśmy tym bardzo zainteresowani i wpłynie to na nasze funkcjonowanie, również w sferze legislacyjnej.","myśleć, że_",epistemiczny,present,NF,future,False,indywidualne,N
 tylko wiesz. żebyś sobie nie pomyślała sobie że na zawsze., na zawsze.,"pomyśleć, że_",epistemiczny,past,NF,inne,True,imperatyw,C
"Kapłan ma wyciągać kamień z buta, nie lamentować, że ma ten sam kamień.",ma ten sam kamień.,"lamentować, że_",mówienia,present,NF,present,True,reguła,N
"W płatnym, cotygodniowym felietonie publikowanym w lokalnym tygodniku, posłanka Bronisława Kowalska zarzuciła Tadeuszowi Krzakowskiemu, prezydentowi Legnicy, że „cierpi na szczególny rodzaj politycznej amnezji i nie może przypomnieć sobie chociażby jednej sprawy załatwionej przeze mnie dla Legnicy” ",cierpi na szczególny rodzaj politycznej amnezji i nie może przypomnieć sobie chociażby jednej sprawy załatwionej przeze mnie dla Legnicy,"zarzucić, że_",mówienia,past,NF,present,False,indywidualne,N
"Domyślali się, że miś zwietrzył kozią padlinę.",miś zwietrzył kozią padlinę.,"domyślać się, że_",epistemiczny,past,F,past,False,indywidualne,E
ale rozmawiałyśmy kiedyś w garderobie o tym że powiedziałaś że chcesz mieć jak najwcześniej dzieci., chcesz mieć jak najwcześniej dzieci.,"powiedzieć, że_",mówienia,past,NF,present,False,indywidualne,N
"Upewnij się, że SZBD PostgreSQL został pomyślnie uruchomiony.",SZBD PostgreSQL został pomyślnie uruchomiony.,"upewnić się, że_",epistemiczny,,NF,past,False,imperatyw,N
"W przypadku gdy w toku postępowania odwoławczego organ rozpatrujący odwołanie stwierdzi, że zobowiązanie podatkowe zostało ustalone w kwocie niższej, niż wynika to z obowiązujących przepisów, zwraca sprawę organowi podatkowemu pierwszej instancji w celu dokonania wymiaru uzupełniającego oraz zmiany w tym zakresie dotychczasowej decyzji.","zobowiązanie podatkowe zostało ustalone w kwocie niższej, niż wynika to z obowiązujących przepisów","stwierdzić, że_",mówienia,future,NF,past,False,reguła,N
wydaje się że w teorii monetarnej. monetarnej to je to to jest stawianie wszystkiego wszystkiego na głowie nazywanie Marka Belką,w teorii monetarnej. monetarnej to je to to jest stawianie wszystkiego wszystkiego na głowie nazywanie Marka Belką,"wydaje się komuś, że_",epistemiczny,present,NF,present,False,indywidualne,N
"Dodaje, że gdy zabiorą mu przydziałowy węgiel i inne świadczenia, na pewno odejdzie"," gdy zabiorą mu przydziałowy węgiel i inne świadczenia, na pewno odejdzie","dodawać, że_",mówienia,present,NF,future,False,indywidualne,N
"Planuje się, że naukę rozpocznie w tej szkole blisko 130 pierwszoklasistów.", naukę rozpocznie w tej szkole blisko 130 pierwszoklasistów.,"planować, że_",epistemiczny,present,NF,future,False,indywidualne,N
"Nie spodziewałeś się, że kiedykolwiek to ode mnie usłyszysz, co?",kiedykolwiek to ode mnie usłyszysz,"spodziewać się, że_",epistemiczny,past,NF,future,True,pytajne,E
"Mężczyźni w sile wieku twierdzą, że po zwiedzeniu zamkowej baszty lub po krótkim choćby pobycie w jej pobliżu znikają ich problemy z... potencją i rośnie ich chęć do obcowania z płcią odmienną. ", po zwiedzeniu zamkowej baszty lub po krótkim choćby pobycie w jej pobliżu znikają ich problemy z... potencją i rośnie ich chęć do obcowania z płcią odmienną. ,"twierdzić, że_",mówienia,present,NF,present,False,indywidualne,N
"Postępowanie w sprawie wydania zezwolenia umarza się, gdy wystąpi o to cudzoziemiec, na którego wniosek je wszczęto, a także gdy właściciel lub wieczysty użytkownik nieruchomości oświadczy, że nie zamierza jej zbyć na rzecz cudzoziemca ubiegającego się o zezwolenie.",nie zamierza jej zbyć na rzecz cudzoziemca ubiegającego się o zezwolenie.,"oświadczyć, że_",mówienia,future,NF,present,False,reguła,N
"Pan twierdzi na to, że pan ustalił, analizując zeznania prezesa Kwiatkowskiego i premiera Millera, że to możliwe jest. ",to możliwe jest. ,"ustalić [na podstawie czegoś], że_",epistemiczny,past,NF,present,False,indywidualne,N
"Wszystko było więc tak, jak być powinno, bo to już Szekspir nam wytłumaczył, że ""ktoś nie śpi, aby spać mógł ktoś"".","ktoś nie śpi, aby spać mógł ktoś.","wytłumaczyć, że_",mówienia,past,NF,present,False,indywidualne,E
"Wtedy ona wyznała publicznie, że sądzi się z Gosiewskim o wyższe niż 600 zł miesięcznie pieniądze na ich 13-letniego syna.",sądzi się z Gosiewskim o wyższe niż 600 zł miesięcznie pieniądze na ich 13-letniego syna.,"wyznać, że_",mówienia,past,F,present,False,indywidualne,E
"Do tej pory grupa 38 radnych była bardzo jednolita, nie było większych zgrzytów - stwierdził marszałek, przypominając, że działania zarządu bardzo często zyskiwały też poparcie opozycji.",działania zarządu bardzo często zyskiwały też poparcie opozycji.,"przypominać komuś, że_",mówienia,past,F,past,False,indywidualne,E
"Mój chłopak powiedział, że kiedy je brałam i robiłam przerwe to byłam dwiema innymi osobami. ", kiedy je brałam i robiłam przerwe to byłam dwiema innymi osobami. ,"powiedzieć, że_",mówienia,past,NF,inne,False,indywidualne,N
"Potem pomyślałby, że okaleczony kolega zbyt mocno przypomina mu tamten ogień.",okaleczony kolega zbyt mocno przypomina mu tamten ogień.,"pomyśleć, że_",epistemiczny,,NF,present,False,kontrfaktyczne,N
"Podstawą odniesienia sukcesu w zakresie zarządzania czasem jest wtedy pozytywne myślenie, że uda nam się wyjść z tego okresu funkcjonowania rodziny obronną ręką.",uda nam się wyjść z tego okresu funkcjonowania rodziny obronną ręką.,"myśleć, że_",epistemiczny,present,NF,future,False,indywidualne,N
"Żeby pokazać, że się mylą, wypił raz, drugi. ",się mylą,"ktoś pokazał, że_",mówienia,past,NF,present,False,indywidualne,N
"Władze fabryki sprężyn przypominają, że gdy w połowie lat 90. przedłożono nowy plan zagospodarowania terenów w tej dzielnicy, zgłosiły protest.","gdy w połowie lat 90. przedłożono nowy plan zagospodarowania terenów w tej dzielnicy, zgłosiły protest.","przypominać komuś, że_",mówienia,present,F,inne,False,indywidualne,E
"Trener podkreślił jednak, że błędy zdarzają się nawet najlepszym piłkarzom. ",błędy zdarzają się nawet najlepszym piłkarzom. ,"podkreślić, że_",mówienia,past,NF,present,False,indywidualne,N
"Gdyby zaszła konieczność, to pójdziemy do wojska, przyznam, że bardzo chciałabym tam pracować.""",bardzo chciałabym tam pracować.,"przyznać, że_",mówienia,present,F,inne,False,indywidualne,E
"Od dawna mówi się, że niezdrowo mieszkać pod linią wysokiego napięcia lub w jej pobliżu. ",niezdrowo mieszkać pod linią wysokiego napięcia lub w jej pobliżu. ,"mówić, że_",mówienia,present,NF,inne,False,indywidualne,N
"Skoro tak, to chcę powiedzieć, że prawdopodobnie PZU zrobiłoby na tym dobry interes, choć trudno mi w tym momencie się wypowiadać, bo nie znam tej umowy ani tych dwóch organizmów, tych instytucji czy też spółek, które powstały.",prawdopodobnie PZU zrobiłoby na tym dobry interes,"powiedzieć, że_",mówienia,present,NF,past,False,performatyw,N
"Widać, że zakłada buty, płaszcz.","zakłada buty, płaszcz.","[p] widać, że_",percepcyjny,,F,present,False,indywidualne,E
"Wójt mówi jednak, że w latach 2003 – 2004 gmina straciła ponad 1 mln zł na decyzjach Agencji Mienia Wojskowego, która znaczną część swoich gruntów leżących w obrębie gminy przekształciła na rolne. ",w latach 2003 – 2004 gmina straciła ponad 1 mln zł na decyzjach Agencji Mienia Wojskowego,"mówić, że_",mówienia,present,NF,past,False,indywidualne,N
"Nagle zobaczyłam, że z góry biegnie jeden pies.",z góry biegnie jeden pies.,"[p] zobaczyć, że_",percepcyjny,past,F,present,False,indywidualne,E
"Ale przedstawiciel powiedział, że ta umowa jest nieadekwatna, że była tworzona dawno, a teraz firma działa inaczej."," była tworzona dawno, a teraz firma działa inaczej.","powiedzieć, że_",mówienia,past,NF,past,False,indywidualne,N
 myślę że część podróżuje rzeczywiście dlatego że znaczy się nie tyle w oszukiwaniu co po prostu jeżdżą uczyć,część podróżuje rzeczywiście dlatego że znaczy się nie tyle w oszukiwaniu co po prostu jeżdżą uczyć,"myśleć, że_",epistemiczny,present,NF,present,False,indywidualne,N
"W jednym z ostatnio udzielonych wywiadów polski minister obrony przyznał, że ostrzeżenia amerykańskie o możliwości dokonania kolejnych ataków terrorystycznych Polska traktuje poważnie i zdaje sobie sprawę, że również może stać się ich obiektem.", również może stać się ich obiektem.,"zdawać sobie sprawę, że_",epistemiczny,present,F,present,False,indywidualne,E
"Powiedziała, że ciąża przebiega prawidłowo.",ciąża przebiega prawidłowo.,"powiedzieć, że_",mówienia,past,NF,present,False,indywidualne,N
"Wcale jej się nie dziwię, że nie może ochłonąć...",nie może ochłonąć...,"dziwić się, że_",epistemiczny,present,F,present,True,indywidualne,E
"Wyjaśnił, że inaczej sytuacja wygląda w stolicy, inaczej na terenach, gdzie od lat żyją ze sobą wierni różnych kościołów i zawierane są małżeństwa „mieszane”, inaczej, gdzie dana społeczność jest mniejszością.","inaczej sytuacja wygląda w stolicy, inaczej na terenach, gdzie od lat żyją ze sobą wierni różnych kościołów i zawierane są małżeństwa „mieszane”, inaczej, gdzie dana społeczność jest mniejszością.","wyjaśnić, że_",mówienia,past,NF,present,False,indywidualne,E
"Często tłumy ludzi przechodzą obok jakichś zjawisk i nie dostrzegają sedna sprawy, a dopiero gdy ktoś zbierze i opracuje rządzące nimi prawa, wszyscy dziwią się, że to jest takie proste i oczywiste, że nawet dziecko to zrozumie, a przez tyle lat nikt na to nie wpadł.","to jest takie proste i oczywiste, że nawet dziecko to zrozumie, a przez tyle lat nikt na to nie wpadł.","dziwić się, że_",epistemiczny,present,F,present,False,indywidualne,E
na początku kiedy państwo zdecydowali się jednak że to będzie nie rodzina zastępcza a rodzinny dom dziecka,to będzie nie rodzina zastępcza a rodzinny dom dziecka,"zdecydować się, że_",inne,past,NF,future,False,indywidualne,N
"Postanowili, że głaz poświęcony Zamenhofowi stanie na cokole, otoczonym kamieniami symbolizującymi pięć kontynentów","głaz poświęcony Zamenhofowi stanie na cokole, otoczonym kamieniami symbolizującymi pięć kontynentów","postanowić, że_",epistemiczny,past,NF,future,False,indywidualne,N
 ja uważam że po prostu takie rzecz to od razu trzeba odliczać z tej ceny. ,po prostu takie rzecz to od razu trzeba odliczać z tej ceny. ,"uważać, że_",epistemiczny,present,NF,present,False,indywidualne,N
"I teraz możemy powiedzieć, że, owszem, jest trochę gorzej, ale spodziewaliśmy się, że będzie znacznie gorzej.",będzie znacznie gorzej.,"spodziewać się, że_",epistemiczny,past,NF,future,False,indywidualne,C
"Portrety malarskie i rzeźbiarskie pokazane na Wystawie Ogólnopolskiej jak i portrety, które mogliśmy oglądać na wystawach przodowników pracy, świadczą, że plastykom nie udało się dotychczas wyłamać z mieszczańskiej konwencji izolowania i neutralizowania jednostki ludzkiej, że nie potrafią jeszcze pokazać jej w konkretnej sytuacji, w konkretnym powiązaniu z otoczeniem, że wciąż jeszcze ciąży nad nimi dziedzictwo portretu reprezentacyjnego, pełnego sztuczności i nudy.",plastykom nie udało się dotychczas wyłamać z mieszczańskiej konwencji izolowania i neutralizowania jednostki ludzkiej,"świadczyć, że_",epistemiczny,present,NF,past,False,indywidualne,N
"Mam tylko nadzieję, że nie ma nic wiecznego.", nie ma nic wiecznego.,"mieć nadzieję, że_",epistemiczny,present,NF,present,False,indywidualne,N
"Wtedy wiedziałem już, bez zadzierania głowy, że spadnie deszcz, przelotny, ale dokuczliwy, kwaśny i brudny, wszędzie na asfalcie zostawiający tęczujące plamy. ","spadnie deszcz, przelotny, ale dokuczliwy, kwaśny i brudny, wszędzie na asfalcie zostawiający tęczujące plamy. ","wiedzieć, że_",epistemiczny,past,F,future,False,indywidualne,E
"Zresztą pani Maria powiedziała mi, że za wszelką cenę chce uniknąć publicznego prania brudów.", za wszelką cenę chce uniknąć publicznego prania brudów.,"powiedzieć, że_",mówienia,past,NF,present,False,indywidualne,N
"Jak spojrzy się na czołówkę ludzi, którzy tworzyli kabarety, animowali życie kulturalne w latach 70. i 80., to można zauważyć, że wszyscy oni wywodzą się z Hybryd i Stodoły.",wszyscy oni wywodzą się z Hybryd i Stodoły.,"[e] zauważyć, że_",epistemiczny,present,F,present,False,reguła,E
" Wygląda na to, że średniak zbiedniał i chętniej sięga po towary najtańsze.",średniak zbiedniał i chętniej sięga po towary najtańsze.,"wygląda na to, że_",epistemiczny,present,NF,past,False,indywidualne,N
"Bywało nawet, że aby wywiązać się ze wszystkich zamówień, musiał brać kilka dni urlopu. ","aby wywiązać się ze wszystkich zamówień, musiał brać kilka dni urlopu. ","bywać, że_",inne,past,NF,past,False,indywidualne,E
"Redaktor Mieczysław Czuma powiedział mi, że to jedyne miesjce, gdzie idziesz z dziewczyną, chwytasz ją za rękę, mówisz, że jest inna niż wszystkie, a ona w to uwierzy","to jedyne miesjce, gdzie idziesz z dziewczyną, chwytasz ją za rękę, mówisz, że jest inna niż wszystkie, a ona w to uwierzy","powiedzieć, że_",mówienia,past,NF,present,False,indywidualne,N
"""Spróbuj nie spieszyć się z podejmowaniem decyzji i nie obawiaj się, że jutro może wzrosnąć cena.""",jutro może wzrosnąć cena.,"obawiać się, że_",epistemiczny,future,NF,future,True,imperatyw,N
"Gdy zapytaliśmy prezydenta Kielc Wojciecha Lubawskiego jak można by zaradzić takim sytuacjom ocenił, że to skutki rozmytej odpowiedzialności.",to skutki rozmytej odpowiedzialności.,"ocenić, że_",mówienia,past,NF,inne,False,indywidualne,N
myślę że się o tym tak łatwo nie opowiada ,się o tym tak łatwo nie opowiada ,"myśleć, że_",epistemiczny,present,NF,present,False,indywidualne,N
"Twierdzi, że bała się jakiegoś wypadku, słysząc o jego sprzeczkach z żoną.","bała się jakiegoś wypadku, słysząc o jego sprzeczkach z żoną.","twierdzić, że_",mówienia,present,NF,past,False,indywidualne,N
"Czy też może lepiej, by jasno i otwarcie powiedzieć , że Europa także powinna wyposażyć się w środki interwencji militarnej",Europa także powinna wyposażyć się w środki interwencji militarnej,"powiedzieć, że_",mówienia,,NF,inne,False,indywidualne,N
 oni widząc ten kontakt emocjonalny myśleli że że pozostawanie w kontakcie z nami niestety nie pomoże im, pozostawanie w kontakcie z nami niestety nie pomoże im,"myśleć, że_",epistemiczny,past,NF,future,False,indywidualne,N
"Załóżmy, że jesteśmy przygotowani na rzeczową dyskusję, zebraliśmy merytoryczne argumenty i chcielibyśmy je przedstawić rozmówcy i audytorium.","jesteśmy przygotowani na rzeczową dyskusję, zebraliśmy merytoryczne argumenty i chcielibyśmy je przedstawić rozmówcy i audytorium.","założyć, że_",epistemiczny,,NF,present,False,performatyw,N
